DAP,AESI,Sex,Age in 2020,history_covid,Person years,IR narrow,LL narrow,UL narrow
TEST,KD_narrow,Female,30-39,0,93,0,0,1448777.66
TEST,KD_narrow,Female,40-49,0,106,0,0,1271097.38
TEST,KD_narrow,Male,40-49,0,19,0,0,7091385.37
TEST,KD_narrow,Female,50-59,0,65,0,0,2072866.49
TEST,KD_narrow,Male,50-59,0,65,0,0,2072866.49
TEST,KD_narrow,Male,60-69,0,7,0,0,19248046.01
TEST,KD_narrow,Female,80+,0,37,0,0,3641522.22
TEST,KD_narrow,Male,80+,0,15,0,0,8982421.47
TEST,MIS_KD_narrow,Female,30-39,0,93,0,0,1448777.66
TEST,MIS_KD_narrow,Female,40-49,0,106,0,0,1271097.38
TEST,MIS_KD_narrow,Male,40-49,0,19,0,0,7091385.37
TEST,MIS_KD_narrow,Female,50-59,0,65,0,0,2072866.49
TEST,MIS_KD_narrow,Male,50-59,0,65,0,0,2072866.49
TEST,MIS_KD_narrow,Male,60-69,0,7,0,0,19248046.01
TEST,MIS_KD_narrow,Female,80+,0,37,0,0,3641522.22
TEST,MIS_KD_narrow,Male,80+,0,15,0,0,8982421.47
TEST,MIS_narrow,Female,30-39,0,93,0,0,1448777.66
TEST,MIS_narrow,Female,40-49,0,106,0,0,1271097.38
TEST,MIS_narrow,Male,40-49,0,19,0,0,7091385.37
TEST,MIS_narrow,Female,50-59,0,65,0,0,2072866.49
TEST,MIS_narrow,Male,50-59,0,65,0,0,2072866.49
TEST,MIS_narrow,Male,60-69,0,7,0,0,19248046.01
TEST,MIS_narrow,Female,80+,0,37,0,0,3641522.22
TEST,MIS_narrow,Male,80+,0,15,0,0,8982421.47
