sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,1232,1232,1232,1232,1232,1232,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,1246,1246,1246,1246,1246,1246,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,245,245,245,245,245,245,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,770,770,770,770,770,770,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,1097,1097,1097,1097,1097,1097,0,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,343,343,343,343,343,343,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,371,371,371,371,371,371,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,1244,1244,1244,1244,1244,1244,0,0,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,364,364,364,364,364,364,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,238,238,238,238,238,238,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,917,917,917,917,917,917,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,273,273,273,273,273,273,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,161,161,161,161,161,161,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,385,385,385,385,385,385,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,973,973,973,973,973,973,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,406,406,406,406,406,406,0,0,0,0,0
0,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,175,175,175,175,175,175,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,77,77,77,77,77,77,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,756,756,756,756,756,756,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,350,350,350,350,350,350,0,0,0,0,0
0,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,119,119,119,119,119,119,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,48,48,48,48,48,48,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,1,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,203,203,203,203,203,203,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,49,49,49,49,49,49,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,413,413,413,413,413,413,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,343,343,343,343,343,343,0,0,0,0,0
1,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,161,161,161,161,161,161,0,0,0,0,0
1,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,189,189,189,189,189,189,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,1,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,77,77,77,77,77,77,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-06,364,364,364,364,364,364,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,105,105,105,105,105,105,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,77,77,77,77,77,77,0,0,0,0,0
1,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,91,91,91,91,91,91,0,0,0,0,0
1,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
1,40-49,0,,0,1,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,42,42,42,42,42,42,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,,0,1,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,0,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,42,42,42,42,42,42,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,15,15,15,15,15,15,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,49,49,49,49,49,49,0,0,0,0,0
1,80+,0,,1,1,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,49,49,49,49,49,49,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,77,77,77,77,77,77,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,1,0,1,1,2020-01-06,1,1,1,1,1,1,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,1,1,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
0,30-39,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,63,63,63,63,63,63,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,1,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,18-24,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,1,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,1,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,1,0,0,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,1,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,1,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,1,1,0,1,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,1,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,0,0,0,0,1,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,1,1,2020-01-06,13,13,13,13,13,13,0,0,0,0,0
1,60-69,0,,1,1,0,0,0,0,0,0,1,1,2020-01-06,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,,0,1,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,1,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,0,1,2020-01-06,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,1,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,1,0,0,0,0,0,0,1,2020-01-06,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,1232,1232,1232,1232,1232,1232,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,1242,1242,1242,1242,1242,1242,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,245,245,245,245,245,245,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,770,770,770,770,770,770,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,1092,1092,1092,1092,1092,1092,0,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,343,343,343,343,343,343,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,371,371,371,371,371,371,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,1239,1239,1239,1239,1239,1239,0,0,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,364,364,364,364,364,364,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,236,236,236,236,236,236,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,917,917,917,917,917,917,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,273,273,273,273,273,273,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,161,161,161,161,161,161,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,385,385,385,385,385,385,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,973,973,973,973,973,973,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,406,406,406,406,406,406,0,0,0,0,0
0,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,175,175,175,175,175,175,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,77,77,77,77,77,77,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,756,756,756,756,756,756,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,350,350,350,350,350,350,0,0,0,0,0
0,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,119,119,119,119,119,119,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,38,38,38,38,38,38,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,1,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,203,203,203,203,203,203,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,49,49,49,49,49,49,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,413,413,413,413,413,413,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,343,343,343,343,343,343,0,0,0,0,0
1,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,161,161,161,161,161,161,0,0,0,0,0
1,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,189,189,189,189,189,189,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,1,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,77,77,77,77,77,77,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-13,364,364,364,364,364,364,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,105,105,105,105,105,105,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,77,77,77,77,77,77,0,0,0,0,0
1,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,91,91,91,91,91,91,0,0,0,0,0
1,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
