DAP,AESI,Month in 2020,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,HF_narrow,January,527,0,0,255666.65,total
TEST,HF_narrow,February,493,0,0,273298.83,total
TEST,HF_narrow,March,527,0,0,255666.65,total
TEST,HF_narrow,April,510,0,0,264188.87,total
TEST,HF_narrow,May,527,0,0,255666.65,total
TEST,HF_narrow,June,510,0,0,264188.87,total
TEST,HF_narrow,July,527,0,0,255666.65,total
TEST,HF_narrow,August,527,0,0,255666.65,total
TEST,HF_narrow,September,510,0,0,264188.87,total
TEST,HF_narrow,October,527,0,0,255666.65,total
TEST,HF_narrow,November,510,0,0,264188.87,total
TEST,HF_narrow,December,527,0,0,255666.65,total
TEST,CAD_narrow,January,527,0,0,255666.65,total
TEST,CAD_narrow,February,493,0,0,273298.83,total
TEST,CAD_narrow,March,527,0,0,255666.65,total
TEST,CAD_narrow,April,510,0,0,264188.87,total
TEST,CAD_narrow,May,527,0,0,255666.65,total
TEST,CAD_narrow,June,510,0,0,264188.87,total
TEST,CAD_narrow,July,527,0,0,255666.65,total
TEST,CAD_narrow,August,527,0,0,255666.65,total
TEST,CAD_narrow,September,510,0,0,264188.87,total
TEST,CAD_narrow,October,527,0,0,255666.65,total
TEST,CAD_narrow,November,510,0,0,264188.87,total
TEST,CAD_narrow,December,527,0,0,255666.65,total
TEST,GENCONV_narrow,January,527,0,0,255666.65,total
TEST,GENCONV_narrow,February,493,0,0,273298.83,total
TEST,GENCONV_narrow,March,527,0,0,255666.65,total
TEST,GENCONV_narrow,April,510,0,0,264188.87,total
TEST,GENCONV_narrow,May,527,0,0,255666.65,total
TEST,GENCONV_narrow,June,510,0,0,264188.87,total
TEST,GENCONV_narrow,July,527,0,0,255666.65,total
TEST,GENCONV_narrow,August,527,0,0,255666.65,total
TEST,GENCONV_narrow,September,510,0,0,264188.87,total
TEST,GENCONV_narrow,October,527,0,0,255666.65,total
TEST,GENCONV_narrow,November,510,0,0,264188.87,total
TEST,GENCONV_narrow,December,527,0,0,255666.65,total
TEST,MISCC_narrow,January,527,0,0,255666.65,total
TEST,MISCC_narrow,February,493,0,0,273298.83,total
TEST,MISCC_narrow,March,527,0,0,255666.65,total
TEST,MISCC_narrow,April,510,0,0,264188.87,total
TEST,MISCC_narrow,May,527,0,0,255666.65,total
TEST,MISCC_narrow,June,510,0,0,264188.87,total
TEST,MISCC_narrow,July,527,0,0,255666.65,total
TEST,MISCC_narrow,August,527,0,0,255666.65,total
TEST,MISCC_narrow,September,510,0,0,264188.87,total
TEST,MISCC_narrow,October,527,0,0,255666.65,total
TEST,MISCC_narrow,November,510,0,0,264188.87,total
TEST,MISCC_narrow,December,527,0,0,255666.65,total
TEST,MIS_narrow,January,527,0,0,255666.65,total
TEST,MIS_narrow,February,493,0,0,273298.83,total
TEST,MIS_narrow,March,527,0,0,255666.65,total
TEST,MIS_narrow,April,510,0,0,264188.87,total
TEST,MIS_narrow,May,527,0,0,255666.65,total
TEST,MIS_narrow,June,510,0,0,264188.87,total
TEST,MIS_narrow,July,527,0,0,255666.65,total
TEST,MIS_narrow,August,527,0,0,255666.65,total
TEST,MIS_narrow,September,510,0,0,264188.87,total
TEST,MIS_narrow,October,527,0,0,255666.65,total
TEST,MIS_narrow,November,510,0,0,264188.87,total
TEST,MIS_narrow,December,527,0,0,255666.65,total
TEST,Ischstroke_narrow,January,527,0,0,255666.65,total
TEST,Ischstroke_narrow,February,493,0,0,273298.83,total
TEST,Ischstroke_narrow,March,527,0,0,255666.65,total
TEST,Ischstroke_narrow,April,510,0,0,264188.87,total
TEST,Ischstroke_narrow,May,527,0,0,255666.65,total
TEST,Ischstroke_narrow,June,510,0,0,264188.87,total
