datasource,week_since_vaccination,vx_manufacturer,dose,riskfactor,AESI,Numerator,IR,lb,ub
TEST,0,none,no_dose,COVCANCER,ADEM_broad,0,0,0,2300.31
TEST,0,none,no_dose,COVCKD,ADEM_broad,0,0,0,9327.54
TEST,0,none,no_dose,COVCOPD,ADEM_broad,0,0,0,1056.75
TEST,0,none,no_dose,COVDIAB,ADEM_broad,0,0,0,883.33
TEST,0,none,no_dose,COVHIV,ADEM_broad,0,0,0,15481.6
TEST,0,none,no_dose,COVOBES,ADEM_broad,0,0,0,24254.96
TEST,0,none,no_dose,COVSICKLE,ADEM_broad,0,0,0,36813.2
TEST,0,none,no_dose,CV,ADEM_broad,0,0,0,355.68
TEST,0,none,no_dose,IMMUNOSUPPR,ADEM_broad,0,0,0,1084.59
TEST,0,none,no_dose,any_risk_factors,ADEM_broad,0,0,0,216.24
TEST,1,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,1,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,1,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,458286.81
TEST,1,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,1,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,1,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,1,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,1,AstraZeneca,1,CV,ADEM_broad,0,0,0,168842.51
TEST,1,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,549944.17
TEST,1,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,101305.51
TEST,2,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,740309.46
TEST,2,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,9624023
TEST,2,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,229143.4
TEST,2,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,310452.35
TEST,2,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,4812011.5
TEST,2,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,4812011.5
TEST,2,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,2,AstraZeneca,1,CV,ADEM_broad,0,0,0,84633.37
TEST,2,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,274972.09
TEST,2,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,50729.04
TEST,3,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,493539.64
TEST,3,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,6416015.34
TEST,3,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,152762.27
TEST,3,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,206968.24
TEST,3,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,3208007.67
TEST,3,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,3208007.67
TEST,3,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,3,AstraZeneca,1,CV,ADEM_broad,0,0,0,56540.63
TEST,3,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,183314.72
TEST,3,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,33861.86
TEST,4,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,370154.73
TEST,4,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,4812011.5
TEST,4,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,114571.7
TEST,4,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,155226.18
TEST,4,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,2406005.75
TEST,4,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,2406005.75
TEST,4,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,4,AstraZeneca,1,CV,ADEM_broad,0,0,0,42450.01
