datasource,week_since_vaccination,vx_manufacturer,dose,riskfactor,AESI,Numerator,IR,lb,ub
TEST,0,none,no_dose,COVCANCER,ADEM_broad,0,0,0,2314.78
TEST,0,none,no_dose,COVCKD,ADEM_broad,0,0,0,9327.54
TEST,0,none,no_dose,COVCOPD,ADEM_broad,0,0,0,1072.14
TEST,0,none,no_dose,COVDIAB,ADEM_broad,0,0,0,885.45
TEST,0,none,no_dose,COVHIV,ADEM_broad,0,0,0,15481.6
TEST,0,none,no_dose,COVOBES,ADEM_broad,0,0,0,24254.96
TEST,0,none,no_dose,COVSICKLE,ADEM_broad,0,0,0,40903.56
TEST,0,none,no_dose,CV,ADEM_broad,0,0,0,354.31
TEST,0,none,no_dose,IMMUNOSUPPR,ADEM_broad,0,0,0,1087.79
TEST,0,none,no_dose,any_risk_factors,ADEM_broad,0,0,0,216.62
TEST,1,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,1,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,1,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,458286.81
TEST,1,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,1,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,1,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,1,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,1,AstraZeneca,1,CV,ADEM_broad,0,0,0,168842.51
TEST,1,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,549944.17
TEST,1,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,101305.51
TEST,2,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,2,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,2,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,458286.81
TEST,2,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,2,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,2,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,2,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,2,AstraZeneca,1,CV,ADEM_broad,0,0,0,169693.1
TEST,2,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,549944.17
TEST,2,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,101611.1
TEST,3,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,3,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,3,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,458286.81
TEST,3,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,3,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,3,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,3,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,3,AstraZeneca,1,CV,ADEM_broad,0,0,0,170336.69
TEST,3,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,549944.17
TEST,3,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,101841.51
TEST,4,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,4,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,4,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,456733.3
TEST,4,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,4,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,4,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,4,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,4,AstraZeneca,1,CV,ADEM_broad,0,0,0,170336.69
TEST,4,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,547708.63
TEST,4,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,101687.79
TEST,5,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,5,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,5,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,474423.67
TEST,5,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,5,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,5,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,5,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,5,AstraZeneca,1,CV,ADEM_broad,0,0,0,171420.26
TEST,5,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,563750.3
TEST,5,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,103563.66
TEST,6,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1480618.92
TEST,6,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,6,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,520217.46
TEST,6,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,620904.71
TEST,6,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,6,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,6,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,6,AstraZeneca,1,CV,ADEM_broad,0,0,0,173405.82
TEST,6,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,601501.44
TEST,6,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,106342.8
TEST,7,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1548693.36
TEST,7,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,7,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,530457.96
TEST,7,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,644671.4
TEST,7,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,7,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,7,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,7,AstraZeneca,1,CV,ADEM_broad,0,0,0,176587.58
TEST,7,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,657250.35
TEST,7,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,110802.9
TEST,8,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1727388.74
TEST,8,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,8,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,578267.48
TEST,8,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,740309.46
TEST,8,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,8,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,8,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,8,AstraZeneca,1,CV,ADEM_broad,0,0,0,187133.78
TEST,8,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,663725.72
TEST,8,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,120085.85
TEST,9,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1924804.6
TEST,9,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,9,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,620904.71
TEST,9,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,922851.52
TEST,9,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,9,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,9,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,CV,ADEM_broad,0,0,0,206334.34
TEST,9,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,698115.66
TEST,9,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,135549.62
TEST,10,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1924804.6
TEST,10,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,10,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,740309.46
TEST,10,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,1069335.89
TEST,10,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,10,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
TEST,10,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,CV,ADEM_broad,0,0,0,227595.14
TEST,10,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,756945.63
TEST,10,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,152072.6
TEST,11,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,1924804.6
TEST,11,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,19248046.01
TEST,11,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,752716.88
TEST,11,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,1069335.89
TEST,11,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,11,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,9624023
