datasource,week_since_vaccination,vx_manufacturer,dose,riskfactor,COVID,Numerator,IR,lb,ub
TEST,0,none,no_dose,CV,L1,9,865.33,395.68,1642.67
TEST,1,Pfizer,1,CV,L1,0,0,0,32600.13
TEST,2,Pfizer,1,CV,L1,0,0,0,33104.75
TEST,3,Pfizer,1,CV,L1,0,0,0,36543.62
TEST,1,AstraZeneca,1,CV,L1,0,0,0,168842.51
TEST,2,AstraZeneca,1,CV,L1,0,0,0,169693.1
TEST,3,AstraZeneca,1,CV,L1,0,0,0,170336.69
TEST,4,AstraZeneca,1,CV,L1,0,0,0,170336.69
TEST,5,AstraZeneca,1,CV,L1,0,0,0,171420.26
TEST,6,AstraZeneca,1,CV,L1,0,0,0,173405.82
TEST,7,AstraZeneca,1,CV,L1,0,0,0,176587.58
TEST,8,AstraZeneca,1,CV,L1,0,0,0,187133.78
TEST,9,AstraZeneca,1,CV,L1,0,0,0,206334.34
TEST,10,AstraZeneca,1,CV,L1,0,0,0,227595.14
TEST,11,AstraZeneca,1,CV,L1,0,0,0,242331.51
TEST,12,AstraZeneca,1,CV,L1,0,0,0,282466.08
TEST,1,AstraZeneca,2,CV,L1,0,0,0,352712.88
TEST,4,Pfizer,1,CV,L1,0,0,0,110078.69
TEST,1,Pfizer,2,CV,L1,0,0,0,45168.06
TEST,2,Pfizer,2,CV,L1,0,0,0,46285.24
TEST,3,Pfizer,2,CV,L1,0,0,0,46428.78
TEST,4,Pfizer,2,CV,L1,0,0,0,46476.83
TEST,5,Pfizer,2,CV,L1,0,0,0,48051.47
TEST,6,Pfizer,2,CV,L1,0,0,0,52243.63
TEST,7,Pfizer,2,CV,L1,0,0,0,55265.1
TEST,8,Pfizer,2,CV,L1,0,0,0,64251.94
TEST,9,Pfizer,2,CV,L1,0,0,0,80247.96
TEST,10,Pfizer,2,CV,L1,0,0,0,111814.38
TEST,11,Pfizer,2,CV,L1,0,0,0,154160.55
TEST,12,Pfizer,2,CV,L1,0,0,0,187655.04
TEST,13,Pfizer,2,CV,L1,0,0,0,237211.83
TEST,14,Pfizer,2,CV,L1,0,0,0,443211.59
TEST,15,Pfizer,2,CV,L1,0,0,0,744399.57
TEST,16,Pfizer,2,CV,L1,0,0,0,1069335.89
TEST,17,Pfizer,2,CV,L1,0,0,0,1161520.02
TEST,18,Pfizer,2,CV,L1,0,0,0,1374860.43
TEST,19,Pfizer,2,CV,L1,0,0,0,1374860.43
TEST,20,Pfizer,2,CV,L1,0,0,0,1374860.43
TEST,21,Pfizer,2,CV,L1,0,0,0,1566701.42
TEST,1,Moderna,1,CV,L1,0,0,0,271099.24
TEST,2,Moderna,1,CV,L1,0,0,0,274972.09
TEST,3,Moderna,1,CV,L1,0,0,0,278380.83
TEST,4,Moderna,1,CV,L1,0,0,0,296776.04
TEST,5,Moderna,1,CV,L1,0,0,0,1005494.94
TEST,6,Moderna,1,CV,L1,0,0,0,2641888.67
TEST,7,Moderna,1,CV,L1,0,0,0,5614013.42
TEST,8,Moderna,1,CV,L1,0,0,0,7091385.37
TEST,5,Pfizer,1,CV,L1,0,0,0,165320.64
TEST,6,Pfizer,1,CV,L1,0,0,0,219440.26
TEST,7,Pfizer,1,CV,L1,0,0,0,327825.6
TEST,8,Pfizer,1,CV,L1,0,0,0,362194.41
TEST,9,Pfizer,1,CV,L1,0,0,0,431847.19
TEST,10,Pfizer,1,CV,L1,0,0,0,502747.47
TEST,11,Pfizer,1,CV,L1,0,0,0,626680.57
TEST,1,Moderna,2,CV,L1,0,0,0,363170.68
TEST,2,Moderna,2,CV,L1,0,0,0,367128.94
TEST,3,Moderna,2,CV,L1,0,0,0,370154.73
TEST,4,Moderna,2,CV,L1,0,0,0,384960.92
TEST,5,Moderna,2,CV,L1,0,0,0,421051.01
TEST,6,Moderna,2,CV,L1,0,0,0,463011.42
TEST,7,Moderna,2,CV,L1,0,0,0,506527.53
TEST,8,Moderna,2,CV,L1,0,0,0,635548.69
TEST,2,AstraZeneca,2,CV,L1,0,0,0,701751.68
TEST,1,J&J,1,CV,L1,0,0,0,1924804.6
TEST,2,J&J,1,CV,L1,0,0,0,1924804.6
TEST,3,J&J,1,CV,L1,0,0,0,2323040.04
TEST,4,J&J,1,CV,L1,0,0,0,2749720.86
TEST,5,J&J,1,CV,L1,0,0,0,2749720.86
TEST,6,J&J,1,CV,L1,0,0,0,2994140.49
TEST,7,J&J,1,CV,L1,0,0,0,3208007.67
TEST,8,J&J,1,CV,L1,0,0,0,3208007.67
TEST,9,J&J,1,CV,L1,0,0,0,3208007.67
TEST,10,J&J,1,CV,L1,0,0,0,19248046.01
TEST,3,AstraZeneca,2,CV,L1,0,0,0,2495117.08
TEST,12,Pfizer,1,CV,L1,0,0,0,806804.32
TEST,13,Pfizer,1,CV,L1,0,0,0,1192356.83
TEST,14,Pfizer,1,CV,L1,0,0,0,1566701.42
TEST,15,Pfizer,1,CV,L1,0,0,0,1796484.29
TEST,16,Pfizer,1,CV,L1,0,0,0,2929050.48
TEST,17,Pfizer,1,CV,L1,0,0,0,4082918.85
TEST,18,Pfizer,1,CV,L1,0,0,0,5614013.42
TEST,22,Pfizer,2,CV,L1,0,0,0,2994140.49
TEST,9,Moderna,2,CV,L1,0,0,0,744399.57
TEST,4,AstraZeneca,2,CV,L1,0,0,0,13473632.21
TEST,23,Pfizer,2,CV,L1,0,0,0,67368161.03
TEST,9,Moderna,1,CV,L1,0,0,0,9624023
TEST,10,Moderna,1,CV,L1,0,0,0,14970702.45
TEST,13,AstraZeneca,1,CV,L1,0,0,0,2406005.75
TEST,10,Moderna,2,CV,L1,0,0,0,1171620.19
TEST,11,Moderna,2,CV,L1,0,0,0,2041459.43
TEST,12,Moderna,2,CV,L1,0,0,0,2866730.26
TEST,13,Moderna,2,CV,L1,0,0,0,8982421.47
TEST,14,Moderna,2,CV,L1,0,0,0,16842040.26
TEST,14,AstraZeneca,1,CV,L1,0,0,0,16842040.26
TEST,19,Pfizer,1,CV,L1,0,0,0,6416015.34
TEST,20,Pfizer,1,CV,L1,0,0,0,6416015.34
TEST,21,Pfizer,1,CV,L1,0,0,0,6736816.1
TEST,22,Pfizer,1,CV,L1,0,0,0,9624023
TEST,23,Pfizer,1,CV,L1,0,0,0,9624023
TEST,24,Pfizer,1,CV,L1,0,0,0,9624023
TEST,25,Pfizer,1,CV,L1,0,0,0,12248756.55
TEST,11,Moderna,1,CV,L1,0,0,0,67368161.03
TEST,0,none,no_dose,COVCANCER,L1,4,2520.7,686.81,6454
TEST,1,Pfizer,1,COVCANCER,L1,0,0,0,274972.09
TEST,2,Pfizer,1,COVCANCER,L1,0,0,0,274972.09
TEST,3,Pfizer,1,COVCANCER,L1,0,0,0,292905.05
TEST,1,Pfizer,2,COVCANCER,L1,0,0,0,393965.85
TEST,2,Pfizer,2,COVCANCER,L1,0,0,0,414573.3
TEST,3,Pfizer,2,COVCANCER,L1,0,0,0,422370.92
TEST,4,Pfizer,2,COVCANCER,L1,0,0,0,427734.36
TEST,5,Pfizer,2,COVCANCER,L1,0,0,0,453657.65
TEST,6,Pfizer,2,COVCANCER,L1,0,0,0,510364.86
TEST,7,Pfizer,2,COVCANCER,L1,0,0,0,547708.63
TEST,8,Pfizer,2,COVCANCER,L1,0,0,0,701751.68
TEST,9,Pfizer,2,COVCANCER,L1,0,0,0,976350.16
TEST,10,Pfizer,2,COVCANCER,L1,0,0,0,1448777.66
TEST,11,Pfizer,2,COVCANCER,L1,0,0,0,2041459.43
TEST,1,Moderna,1,COVCANCER,L1,0,0,0,641601.53
TEST,2,Moderna,1,COVCANCER,L1,0,0,0,641601.53
TEST,3,Moderna,1,COVCANCER,L1,0,0,0,641601.53
TEST,4,Moderna,1,COVCANCER,L1,0,0,0,690955.5
TEST,5,Moderna,1,COVCANCER,L1,0,0,0,1796484.29
TEST,6,Moderna,1,COVCANCER,L1,0,0,0,2749720.86
TEST,7,Moderna,1,COVCANCER,L1,0,0,0,2749720.86
TEST,8,Moderna,1,COVCANCER,L1,0,0,0,4346332.97
TEST,4,Pfizer,1,COVCANCER,L1,0,0,0,752716.88
TEST,5,Pfizer,1,COVCANCER,L1,0,0,0,1224875.66
TEST,1,Moderna,2,COVCANCER,L1,0,0,0,874911.18
TEST,2,Moderna,2,COVCANCER,L1,0,0,0,874911.18
TEST,3,Moderna,2,COVCANCER,L1,0,0,0,874911.18
TEST,4,Moderna,2,COVCANCER,L1,0,0,0,886423.17
TEST,5,Moderna,2,COVCANCER,L1,0,0,0,916573.62
TEST,6,Moderna,2,COVCANCER,L1,0,0,0,948847.34
TEST,7,Moderna,2,COVCANCER,L1,0,0,0,1036433.25
