DAP,AESI,Sex,Age in 2020,Person years,IR narrow,LL narrow,UL narrow
TEST,KD_narrow,Female,0-4,0,0,0,6754.72
TEST,KD_narrow,Male,0-4,0,0,0,7356.21
TEST,KD_narrow,Female,12-17,0,0,0,1729.23
TEST,KD_narrow,Male,12-17,0,0,0,1320.3
TEST,KD_narrow,Female,18-24,0,0,0,1479.72
TEST,KD_narrow,Male,18-24,0,0,0,1252.11
TEST,KD_narrow,Female,25-29,0,0,0,1712.72
TEST,KD_narrow,Male,25-29,0,0,0,1654.83
TEST,KD_narrow,Female,30-39,0,0,0,714.51
TEST,KD_narrow,Male,30-39,0,0,0,755.28
TEST,KD_narrow,Female,40-49,0,0,0,459.62
TEST,KD_narrow,Male,40-49,0,0,0,493.59
TEST,KD_narrow,Female,5-11,0,0,0,2190.02
TEST,KD_narrow,Male,5-11,0,0,0,1648.01
TEST,KD_narrow,Female,50-59,0,0,0,431.84
TEST,KD_narrow,Male,50-59,0,0,0,439.37
TEST,KD_narrow,Female,60-69,0,0,0,547.51
TEST,KD_narrow,Male,60-69,0,0,0,591.05
TEST,KD_narrow,Female,70-79,0,0,0,650.56
TEST,KD_narrow,Male,70-79,0,0,0,814.31
TEST,KD_narrow,Female,80+,0,0,0,665.44
TEST,KD_narrow,Male,80+,0,0,0,988.64
TEST,MIS_KD_narrow,Female,0-4,0,0,0,6754.72
TEST,MIS_KD_narrow,Male,0-4,0,0,0,7356.21
TEST,MIS_KD_narrow,Female,12-17,0,0,0,1729.23
TEST,MIS_KD_narrow,Male,12-17,0,0,0,1320.3
TEST,MIS_KD_narrow,Female,18-24,0,0,0,1479.72
TEST,MIS_KD_narrow,Male,18-24,0,0,0,1252.11
TEST,MIS_KD_narrow,Female,25-29,0,0,0,1712.72
TEST,MIS_KD_narrow,Male,25-29,0,0,0,1654.83
TEST,MIS_KD_narrow,Female,30-39,0,0,0,714.51
TEST,MIS_KD_narrow,Male,30-39,0,0,0,755.28
TEST,MIS_KD_narrow,Female,40-49,0,0,0,459.62
TEST,MIS_KD_narrow,Male,40-49,0,0,0,493.59
TEST,MIS_KD_narrow,Female,5-11,0,0,0,2190.02
TEST,MIS_KD_narrow,Male,5-11,0,0,0,1648.01
TEST,MIS_KD_narrow,Female,50-59,0,0,0,431.84
TEST,MIS_KD_narrow,Male,50-59,0,0,0,439.37
TEST,MIS_KD_narrow,Female,60-69,0,0,0,547.51
TEST,MIS_KD_narrow,Male,60-69,0,0,0,591.05
TEST,MIS_KD_narrow,Female,70-79,0,0,0,650.56
TEST,MIS_KD_narrow,Male,70-79,0,0,0,814.31
TEST,MIS_KD_narrow,Female,80+,0,0,0,665.44
TEST,MIS_KD_narrow,Male,80+,0,0,0,988.64
TEST,MYOCARD_narrow,Female,0-4,0,0,0,6754.72
TEST,MYOCARD_narrow,Male,0-4,0,0,0,7142.89
TEST,MYOCARD_narrow,Female,12-17,0,0,0,1729.23
TEST,MYOCARD_narrow,Male,12-17,0,0,0,1320.3
TEST,MYOCARD_narrow,Female,18-24,0,0,0,1479.72
TEST,MYOCARD_narrow,Male,18-24,0,0,0,1252.11
TEST,MYOCARD_narrow,Female,25-29,0,0,0,1712.72
TEST,MYOCARD_narrow,Male,25-29,0,0,0,1654.83
TEST,MYOCARD_narrow,Female,30-39,0,0,0,714.51
TEST,MYOCARD_narrow,Male,30-39,0,0,0,755.28
TEST,MYOCARD_narrow,Female,40-49,0,0,0,459.62
TEST,MYOCARD_narrow,Male,40-49,1,133.81,3.39,745.57
TEST,MYOCARD_narrow,Female,5-11,0,0,0,2190.02
TEST,MYOCARD_narrow,Male,5-11,0,0,0,1648.01
TEST,MYOCARD_narrow,Female,50-59,0,0,0,431.84
TEST,MYOCARD_narrow,Male,50-59,0,0,0,440.12
TEST,MYOCARD_narrow,Female,60-69,0,0,0,547.51
TEST,MYOCARD_narrow,Male,60-69,0,0,0,591.05
TEST,MYOCARD_narrow,Female,70-79,1,176.75,4.47,984.76
TEST,MYOCARD_narrow,Male,70-79,0,0,0,816.74
TEST,MYOCARD_narrow,Female,80+,0,0,0,665.44
TEST,MYOCARD_narrow,Male,80+,0,0,0,991.96
TEST,PERICARD_narrow,Female,0-4,0,0,0,6754.72
TEST,PERICARD_narrow,Male,0-4,0,0,0,7142.89
TEST,PERICARD_narrow,Female,12-17,0,0,0,1729.23
TEST,PERICARD_narrow,Male,12-17,0,0,0,1320.3
TEST,PERICARD_narrow,Female,18-24,0,0,0,1479.72
TEST,PERICARD_narrow,Male,18-24,0,0,0,1252.11
TEST,PERICARD_narrow,Female,25-29,0,0,0,1712.72
TEST,PERICARD_narrow,Male,25-29,0,0,0,1654.83
TEST,PERICARD_narrow,Female,30-39,0,0,0,714.51
TEST,PERICARD_narrow,Male,30-39,0,0,0,755.28
TEST,PERICARD_narrow,Female,40-49,0,0,0,459.62
TEST,PERICARD_narrow,Male,40-49,1,133.81,3.39,745.57
TEST,PERICARD_narrow,Female,5-11,0,0,0,2190.02
TEST,PERICARD_narrow,Male,5-11,0,0,0,1648.01
TEST,PERICARD_narrow,Female,50-59,0,0,0,431.84
TEST,PERICARD_narrow,Male,50-59,0,0,0,440.12
TEST,PERICARD_narrow,Female,60-69,0,0,0,547.51
TEST,PERICARD_narrow,Male,60-69,0,0,0,591.05
TEST,PERICARD_narrow,Female,70-79,1,176.75,4.47,984.76
TEST,PERICARD_narrow,Male,70-79,0,0,0,816.74
TEST,PERICARD_narrow,Female,80+,0,0,0,665.44
TEST,PERICARD_narrow,Male,80+,0,0,0,991.96
