DAP,AESI,Sex,Age in 2020,history_covid,Person years,IR narrow,LL narrow,UL narrow
TEST,MIS_KD_narrow,Female,18-24,0,216,0,0,623779.27
TEST,MIS_KD_narrow,Male,18-24,0,152,0,0,886423.17
TEST,MIS_KD_narrow,Female,25-29,0,1320,0,0,102072.97
TEST,MIS_KD_narrow,Male,25-29,0,302,0,0,446146.76
TEST,MIS_KD_narrow,Female,30-39,0,1988,0,0,67774.81
TEST,MIS_KD_narrow,Male,30-39,0,889,0,0,151559.42
TEST,MIS_KD_narrow,Female,40-49,0,5032,0,0,26775.9
TEST,MIS_KD_narrow,Female,40-49,1,127,0,0,1060915.92
TEST,MIS_KD_narrow,Male,40-49,0,2696,0,0,49976.38
TEST,MIS_KD_narrow,Female,50-59,0,4596,0,0,29316
TEST,MIS_KD_narrow,Female,50-59,1,113,0,0,1192356.83
TEST,MIS_KD_narrow,Male,50-59,0,3330,0,0,40461.36
TEST,MIS_KD_narrow,Male,50-59,1,111,0,0,1213840.74
TEST,MIS_KD_narrow,Female,60-69,0,4361,0,0,30895.74
TEST,MIS_KD_narrow,Female,60-69,1,155,0,0,869266.59
TEST,MIS_KD_narrow,Male,60-69,0,3519,0,0,38288.24
TEST,MIS_KD_narrow,Male,60-69,1,45,0,0,2994140.49
TEST,MIS_KD_narrow,Female,70-79,0,14389,0,0,9363.84
TEST,MIS_KD_narrow,Female,70-79,1,142,0,0,948847.34
TEST,MIS_KD_narrow,Male,70-79,0,10567,0,0,12750.67
TEST,MIS_KD_narrow,Male,70-79,1,86,0,0,1566701.42
TEST,MYOCARD_narrow,Female,18-24,0,216,0,0,623779.27
TEST,MYOCARD_narrow,Male,18-24,0,152,0,0,886423.17
TEST,MYOCARD_narrow,Female,25-29,0,1320,0,0,102072.97
TEST,MYOCARD_narrow,Male,25-29,0,302,0,0,446146.76
TEST,MYOCARD_narrow,Female,30-39,0,1988,0,0,67774.81
TEST,MYOCARD_narrow,Male,30-39,0,889,0,0,151559.42
TEST,MYOCARD_narrow,Female,40-49,0,5032,0,0,26775.9
TEST,MYOCARD_narrow,Female,40-49,1,127,0,0,1060915.92
TEST,MYOCARD_narrow,Male,40-49,0,2696,0,0,49976.38
TEST,MYOCARD_narrow,Female,50-59,0,4596,0,0,29316
TEST,MYOCARD_narrow,Female,50-59,1,113,0,0,1192356.83
TEST,MYOCARD_narrow,Male,50-59,0,3330,0,0,40461.36
TEST,MYOCARD_narrow,Male,50-59,1,111,0,0,1213840.74
TEST,MYOCARD_narrow,Female,60-69,0,4361,0,0,30895.74
TEST,MYOCARD_narrow,Female,60-69,1,155,0,0,869266.59
TEST,MYOCARD_narrow,Male,60-69,0,3519,0,0,38288.24
TEST,MYOCARD_narrow,Male,60-69,1,45,0,0,2994140.49
TEST,MYOCARD_narrow,Female,70-79,0,14389,0,0,9363.84
TEST,MYOCARD_narrow,Female,70-79,1,142,0,0,948847.34
TEST,MYOCARD_narrow,Male,70-79,0,10567,0,0,12750.67
TEST,MYOCARD_narrow,Male,70-79,1,86,0,0,1566701.42
