DAP,AESI,Month in 2021,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,DM1_narrow,January,31998,0,0,4210.77,total
TEST,DM1_narrow,February,28034,0,0,4806.18,total
TEST,DM1_narrow,March,28290,0,0,4762.68,total
TEST,DM1_narrow,April,21062,0,0,6397.13,total
TEST,DM1_narrow,May,14639,0,0,9203.93,total
TEST,DM1_narrow,June,4056,0,0,33219.01,total
TEST,HF_narrow,January,31688,0,0,4251.97,total
TEST,HF_narrow,February,27754,0,0,4854.66,total
TEST,HF_narrow,March,28035,0,0,4806,total
TEST,HF_narrow,April,20953,0,0,6430.41,total
TEST,HF_narrow,May,14604,0,0,9225.99,total
TEST,HF_narrow,June,4056,0,0,33219.01,total
TEST,CAD_narrow,January,31826,1147.65,29.06,6394.28,total
TEST,CAD_narrow,February,27866,0,0,4835.15,total
TEST,CAD_narrow,March,28104,0,0,4794.2,total
TEST,CAD_narrow,April,20856,3502.59,424.18,12652.56,total
TEST,CAD_narrow,May,14495,0,0,9295.37,total
TEST,CAD_narrow,June,4039,0,0,33358.83,total
TEST,ARR_narrow,January,31055,1176.14,29.78,6553.03,total
TEST,ARR_narrow,February,27162,1344.71,34.05,7492.24,total
TEST,ARR_narrow,March,27384,0,0,4920.26,total
TEST,ARR_narrow,April,20590,3547.84,429.66,12816.01,total
TEST,ARR_narrow,May,14438,0,0,9332.06,total
TEST,ARR_narrow,June,4022,0,0,33499.83,total
TEST,MYOCARD_narrow,January,31936,0,0,4218.95,total
TEST,MYOCARD_narrow,February,27978,0,0,4815.8,total
TEST,MYOCARD_narrow,March,28228,0,0,4773.14,total
TEST,MYOCARD_narrow,April,21002,0,0,6415.4,total
TEST,MYOCARD_narrow,May,14557,2509.1,63.52,13979.82,total
TEST,MYOCARD_narrow,June,4037,0,0,33375.36,total
TEST,PERICARD_narrow,January,31936,0,0,4218.95,total
TEST,PERICARD_narrow,February,27978,0,0,4815.8,total
TEST,PERICARD_narrow,March,28228,0,0,4773.14,total
TEST,PERICARD_narrow,April,21002,0,0,6415.4,total
TEST,PERICARD_narrow,May,14557,2509.1,63.52,13979.82,total
TEST,PERICARD_narrow,June,4037,0,0,33375.36,total
TEST,AKI_narrow,January,31958,0,0,4216.04,total
TEST,AKI_narrow,February,27988,1305.02,33.04,7271.13,total
TEST,AKI_narrow,March,28228,0,0,4773.14,total
TEST,AKI_narrow,April,21020,1737.63,43.99,9681.46,total
TEST,AKI_narrow,May,14608,0,0,9223.46,total
TEST,AKI_narrow,June,4050,0,0,33268.23,total
TEST,GENCONV_narrow,January,31998,0,0,4210.77,total
TEST,GENCONV_narrow,February,28034,0,0,4806.18,total
TEST,GENCONV_narrow,March,28290,0,0,4762.68,total
TEST,GENCONV_narrow,April,21062,0,0,6397.13,total
TEST,GENCONV_narrow,May,14639,0,0,9203.93,total
TEST,GENCONV_narrow,June,4056,0,0,33219.01,total
TEST,MENINGOENC_narrow,January,31998,0,0,4210.77,total
TEST,MENINGOENC_narrow,February,28034,0,0,4806.18,total
TEST,MENINGOENC_narrow,March,28290,0,0,4762.68,total
TEST,MENINGOENC_narrow,April,21062,0,0,6397.13,total
TEST,MENINGOENC_narrow,May,14639,0,0,9203.93,total
TEST,MENINGOENC_narrow,June,4056,0,0,33219.01,total
TEST,ARD_narrow,January,31998,0,0,4210.77,total
TEST,ARD_narrow,February,28034,0,0,4806.18,total
TEST,ARD_narrow,March,28290,0,0,4762.68,total
TEST,ARD_narrow,April,21062,0,0,6397.13,total
TEST,ARD_narrow,May,14639,0,0,9203.93,total
TEST,ARD_narrow,June,4056,0,0,33219.01,total
TEST,CHILBLAIN_narrow,January,31998,0,0,4210.77,total
TEST,CHILBLAIN_narrow,February,28034,0,0,4806.18,total
TEST,CHILBLAIN_narrow,March,28290,0,0,4762.68,total
TEST,CHILBLAIN_narrow,April,21062,0,0,6397.13,total
TEST,CHILBLAIN_narrow,May,14639,0,0,9203.93,total
TEST,CHILBLAIN_narrow,June,4056,0,0,33219.01,total
TEST,Hemostroke_narrow,January,31998,0,0,4210.77,total
TEST,Hemostroke_narrow,February,28034,0,0,4806.18,total
TEST,Hemostroke_narrow,March,28290,0,0,4762.68,total
TEST,Hemostroke_narrow,April,21062,0,0,6397.13,total
TEST,Hemostroke_narrow,May,14639,0,0,9203.93,total
TEST,Hemostroke_narrow,June,4056,0,0,33219.01,total
TEST,Ischstroke_narrow,January,31874,0,0,4227.15,total
TEST,Ischstroke_narrow,February,27922,0,0,4825.45,total
TEST,Ischstroke_narrow,March,28166,0,0,4783.65,total
TEST,Ischstroke_narrow,April,20971,0,0,6424.89,total
TEST,Ischstroke_narrow,May,14592,0,0,9233.57,total
TEST,Ischstroke_narrow,June,4044,0,0,33317.59,total
TEST,VTE_narrow,January,31812,0,0,4235.39,total
TEST,VTE_narrow,February,27866,0,0,4835.15,total
TEST,VTE_narrow,March,28105,0,0,4794.03,total
TEST,VTE_narrow,April,20969,0,0,6425.5,total
TEST,VTE_narrow,May,14594,0,0,9232.31,total
TEST,VTE_narrow,June,4056,0,0,33219.01,total
TEST,MIS_KD_narrow,January,31998,0,0,4210.77,total
TEST,MIS_KD_narrow,February,28034,0,0,4806.18,total
TEST,MIS_KD_narrow,March,28290,0,0,4762.68,total
TEST,MIS_KD_narrow,April,21062,0,0,6397.13,total
TEST,MIS_KD_narrow,May,14639,0,0,9203.93,total
TEST,MIS_KD_narrow,June,4056,0,0,33219.01,total
TEST,ArterialNoTP,January,31702,1152.14,29.17,6419.29,total
TEST,ArterialNoTP,February,27754,0,0,4854.66,total
TEST,ArterialNoTP,March,27980,0,0,4815.45,total
TEST,ArterialNoTP,April,20765,3517.94,426.04,12708,total
TEST,ArterialNoTP,May,14448,0,0,9325.6,total
TEST,ArterialNoTP,June,4027,0,0,33458.24,total
TEST,VTENoTP,January,31812,0,0,4235.39,total
TEST,VTENoTP,February,27866,0,0,4835.15,total
TEST,VTENoTP,March,28105,0,0,4794.03,total
TEST,VTENoTP,April,20969,0,0,6425.5,total
TEST,VTENoTP,May,14594,0,0,9232.31,total
TEST,VTENoTP,June,4056,0,0,33219.01,total
TEST,ArterialVTENoTP,January,31516,1158.94,29.34,6457.17,total
TEST,ArterialVTENoTP,February,27586,0,0,4884.23,total
TEST,ArterialVTENoTP,March,27795,0,0,4847.5,total
TEST,ArterialVTENoTP,April,20672,3533.77,427.96,12765.18,total
TEST,ArterialVTENoTP,May,14403,0,0,9354.74,total
TEST,ArterialVTENoTP,June,4027,0,0,33458.24,total
