DAP,AESI,Month in 2021,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,DM1_narrow,January,111024,0,0,1213.58,total
TEST,DM1_narrow,February,97061,376.31,9.53,2096.66,total
TEST,DM1_narrow,March,96877,0,0,1390.8,total
TEST,DM1_narrow,April,72730,0,0,1852.55,total
TEST,DM1_narrow,May,51096,0,0,2636.93,total
TEST,DM1_narrow,June,15101,0,0,8922.34,total
TEST,HF_narrow,January,109839,665.06,80.54,2402.44,total
TEST,HF_narrow,February,95959,380.63,9.64,2120.74,total
TEST,HF_narrow,March,95825,381.16,9.65,2123.71,total
TEST,HF_narrow,April,72188,1011.94,122.55,3655.48,total
TEST,HF_narrow,May,50970,716.6,18.14,3992.63,total
TEST,HF_narrow,June,15095,0,0,8925.89,total
TEST,CAD_narrow,January,110317,331.09,8.38,1844.72,total
TEST,CAD_narrow,February,96432,1136.29,234.33,3320.73,total
TEST,CAD_narrow,March,96184,379.74,9.61,2115.78,total
TEST,CAD_narrow,April,72228,1011.38,122.48,3653.45,total
TEST,CAD_narrow,May,50810,0,0,2651.77,total
TEST,CAD_narrow,June,15058,0,0,8947.82,total
TEST,ARR_narrow,January,109044,1339.83,365.06,3430.49,total
TEST,ARR_narrow,February,95256,1150.32,237.22,3361.73,total
TEST,ARR_narrow,March,95131,0,0,1416.32,total
TEST,ARR_narrow,April,72014,0,0,1870.97,total
TEST,ARR_narrow,May,50895,0,0,2647.34,total
TEST,ARR_narrow,June,15068,0,0,8941.88,total
TEST,MYOCARD_narrow,January,110900,0,0,1214.94,total
TEST,MYOCARD_narrow,February,96964,0,0,1389.55,total
TEST,MYOCARD_narrow,March,96784,377.39,9.55,2102.66,total
TEST,MYOCARD_narrow,April,72619,0,0,1855.39,total
TEST,MYOCARD_narrow,May,51001,716.16,18.13,3990.2,total
TEST,MYOCARD_narrow,June,15084,0,0,8932.4,total
TEST,PERICARD_narrow,January,110900,0,0,1214.94,total
TEST,PERICARD_narrow,February,96964,0,0,1389.55,total
TEST,PERICARD_narrow,March,96784,377.39,9.55,2102.66,total
TEST,PERICARD_narrow,April,72619,0,0,1855.39,total
TEST,PERICARD_narrow,May,51001,716.16,18.13,3990.2,total
TEST,PERICARD_narrow,June,15084,0,0,8932.4,total
TEST,ALI_narrow,January,111024,0,0,1213.58,total
TEST,ALI_narrow,February,97076,0,0,1387.95,total
TEST,ALI_narrow,March,96908,0,0,1390.35,total
TEST,ALI_narrow,April,72739,0,0,1852.33,total
TEST,ALI_narrow,May,51096,0,0,2636.93,total
TEST,ALI_narrow,June,15101,0,0,8922.34,total
TEST,AKI_narrow,January,110696,0,0,1217.17,total
TEST,AKI_narrow,February,96768,754.9,91.42,2726.95,total
TEST,AKI_narrow,March,96599,0,0,1394.8,total
TEST,AKI_narrow,April,72613,503.01,12.74,2802.59,total
TEST,AKI_narrow,May,51065,0,0,2638.53,total
TEST,AKI_narrow,June,15095,0,0,8925.89,total
TEST,GENCONV_narrow,January,111024,0,0,1213.58,total
TEST,GENCONV_narrow,February,97048,376.36,9.53,2096.94,total
TEST,GENCONV_narrow,March,96875,754.06,91.32,2723.94,total
TEST,GENCONV_narrow,April,72710,0,0,1853.06,total
TEST,GENCONV_narrow,May,51092,714.89,18.1,3983.09,total
TEST,GENCONV_narrow,June,15080,0,0,8934.77,total
TEST,ARD_narrow,January,111024,0,0,1213.58,total
TEST,ARD_narrow,February,97059,376.32,9.53,2096.71,total
TEST,ARD_narrow,March,96877,0,0,1390.8,total
TEST,ARD_narrow,April,72719,0,0,1852.84,total
TEST,ARD_narrow,May,51096,0,0,2636.93,total
TEST,ARD_narrow,June,15101,0,0,8922.34,total
TEST,KD_narrow,January,111024,0,0,1213.58,total
TEST,KD_narrow,February,97076,0,0,1387.95,total
TEST,KD_narrow,March,96908,0,0,1390.35,total
TEST,KD_narrow,April,72739,0,0,1852.33,total
TEST,KD_narrow,May,51096,0,0,2636.93,total
TEST,KD_narrow,June,15101,0,0,8922.34,total
TEST,MISCC_narrow,January,111024,0,0,1213.58,total
TEST,MISCC_narrow,February,97076,0,0,1387.95,total
TEST,MISCC_narrow,March,96908,0,0,1390.35,total
TEST,MISCC_narrow,April,72739,0,0,1852.33,total
TEST,MISCC_narrow,May,51096,0,0,2636.93,total
TEST,MISCC_narrow,June,15101,0,0,8922.34,total
TEST,Hemostroke_narrow,January,110931,0,0,1214.6,total
TEST,Hemostroke_narrow,February,96992,0,0,1389.15,total
TEST,Hemostroke_narrow,March,96815,0,0,1391.69,total
TEST,Hemostroke_narrow,April,72662,0,0,1854.29,total
TEST,Hemostroke_narrow,May,51049,0,0,2639.35,total
TEST,Hemostroke_narrow,June,15094,0,0,8926.48,total
TEST,Ischstroke_narrow,January,110745,0,0,1216.64,total
TEST,Ischstroke_narrow,February,96847,377.14,9.55,2101.3,total
TEST,Ischstroke_narrow,March,96621,378.02,9.57,2106.21,total
TEST,Ischstroke_narrow,April,72528,0,0,1857.71,total
TEST,Ischstroke_narrow,May,51017,0,0,2641.01,total
TEST,Ischstroke_narrow,June,15068,0,0,8941.88,total
TEST,Sinusthrom_narrow,January,110993,0,0,1213.92,total
TEST,Sinusthrom_narrow,February,97048,0,0,1388.35,total
TEST,Sinusthrom_narrow,March,96877,0,0,1390.8,total
TEST,Sinusthrom_narrow,April,72709,0,0,1853.09,total
TEST,Sinusthrom_narrow,May,51065,0,0,2638.53,total
TEST,Sinusthrom_narrow,June,15074,0,0,8938.33,total
TEST,VTE_narrow,January,110719,329.89,8.35,1838.02,total
TEST,VTE_narrow,February,96796,0,0,1391.96,total
TEST,VTE_narrow,March,96592,378.14,9.57,2106.84,total
TEST,VTE_narrow,April,72563,0,0,1856.82,total
TEST,VTE_narrow,May,51048,0,0,2639.4,total
TEST,VTE_narrow,June,15101,0,0,8922.34,total
TEST,TP_narrow,January,110993,0,0,1213.92,total
TEST,TP_narrow,February,97048,0,0,1388.35,total
TEST,TP_narrow,March,96877,0,0,1390.8,total
TEST,TP_narrow,April,72709,0,0,1853.09,total
TEST,TP_narrow,May,51071,0,0,2638.22,total
TEST,TP_narrow,June,15101,0,0,8922.34,total
TEST,BP_narrow,January,110993,0,0,1213.92,total
TEST,BP_narrow,February,97048,0,0,1388.35,total
TEST,BP_narrow,March,96877,0,0,1390.8,total
TEST,BP_narrow,April,72738,0,0,1852.35,total
TEST,BP_narrow,May,51096,0,0,2636.93,total
TEST,BP_narrow,June,15101,0,0,8922.34,total
TEST,MIS_KD_narrow,January,111024,0,0,1213.58,total
TEST,MIS_KD_narrow,February,97076,0,0,1387.95,total
TEST,MIS_KD_narrow,March,96908,0,0,1390.35,total
TEST,MIS_KD_narrow,April,72739,0,0,1852.33,total
TEST,MIS_KD_narrow,May,51096,0,0,2636.93,total
TEST,MIS_KD_narrow,June,15101,0,0,8922.34,total
TEST,ArterialNoTP,January,110038,331.93,8.4,1849.4,total
TEST,ArterialNoTP,February,96203,1518.66,413.78,3888.38,total
TEST,ArterialNoTP,March,95897,761.75,92.25,2751.72,total
TEST,ArterialNoTP,April,72017,1014.34,122.84,3664.16,total
TEST,ArterialNoTP,May,50731,0,0,2655.9,total
TEST,ArterialNoTP,June,15025,0,0,8967.48,total
TEST,VTENoTP,January,110719,329.89,8.35,1838.02,total
TEST,VTENoTP,February,96796,0,0,1391.96,total
TEST,VTENoTP,March,96592,378.14,9.57,2106.84,total
TEST,VTENoTP,April,72563,0,0,1856.82,total
TEST,VTENoTP,May,51048,0,0,2639.4,total
TEST,VTENoTP,June,15101,0,0,8922.34,total
TEST,ArterialVTENoTP,January,109733,665.71,80.62,2404.76,total
TEST,ArterialVTENoTP,February,95923,1523.1,414.99,3899.73,total
TEST,ArterialVTENoTP,March,95581,1146.41,236.42,3350.3,total
TEST,ArterialVTENoTP,April,71841,1016.83,123.14,3673.14,total
TEST,ArterialVTENoTP,May,50683,0,0,2658.41,total
TEST,ArterialVTENoTP,June,15025,0,0,8967.48,total
TEST,CVSTNoTP,January,110993,0,0,1213.92,total
TEST,CVSTNoTP,February,97048,0,0,1388.35,total
TEST,CVSTNoTP,March,96877,0,0,1390.8,total
TEST,CVSTNoTP,April,72709,0,0,1853.09,total
TEST,CVSTNoTP,May,51065,0,0,2638.53,total
TEST,CVSTNoTP,June,15074,0,0,8938.33,total
