sex,Dose,type_vax,week_fup,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,,0,CV,1,1,1,1,1,663.91,16.81,3699.07,663.91,16.81,3699.07,663.91,16.81,3699.07,663.91,16.81,3699.07,663.91,16.81,3699.07
1,1,Pfizer,1,CV,0,0,0,0,0,0,0,219440.26,0,0,219440.26,0,0,219440.26,0,0,219440.26,0,0,219440.26
1,1,Pfizer,2,CV,0,0,0,0,0,0,0,224560.54,0,0,224560.54,0,0,224560.54,0,0,224560.54,0,0,224560.54
1,1,Pfizer,3,CV,0,0,0,0,0,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05
0,0,,0,CV,1,1,1,1,1,590.42,14.95,3289.6,590.42,14.95,3289.6,590.42,14.95,3289.6,590.42,14.95,3289.6,590.42,14.95,3289.6
0,1,Pfizer,1,CV,0,0,0,0,0,0,0,183814.9,0,0,182076.11,0,0,180369.91,0,0,180369.91,0,0,180369.91
0,1,Pfizer,2,CV,0,0,0,0,0,0,0,186874.23,0,0,185077.37,0,0,183314.72,0,0,183314.72,0,0,183314.72
0,1,Pfizer,3,CV,0,0,0,0,0,0,0,207286.65,0,0,205078.12,0,0,202916.15,0,0,202916.15,0,0,202916.15
0,2,Pfizer,1,CV,0,0,0,0,0,0,0,249511.71,0,0,246318.69,0,0,246318.69,0,0,246318.69,0,0,246318.69
0,2,Pfizer,2,CV,0,0,0,0,0,0,0,264707.9,0,0,261116.9,0,0,261116.9,0,0,261116.9,0,0,261116.9
0,2,Pfizer,3,CV,0,0,0,0,0,0,0,267333.97,0,0,263671.86,0,0,263671.86,0,0,263671.86,0,0,263671.86
0,2,Pfizer,4,CV,0,0,0,0,0,0,0,267333.97,0,0,263671.86,0,0,263671.86,0,0,263671.86,0,0,263671.86
0,2,Pfizer,5,CV,0,0,0,0,0,0,0,283059.5,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19
0,2,Pfizer,6,CV,0,0,0,0,0,0,0,310452.35,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54
0,2,Pfizer,7,CV,0,0,0,0,0,0,0,325450.05,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7
0,2,Pfizer,8,CV,0,0,0,0,0,0,0,369140.61,0,0,369140.61,0,0,369140.61,0,0,369140.61,0,0,369140.61
0,2,Pfizer,9,CV,0,0,0,0,0,0,0,467834.45,0,0,467834.45,0,0,467834.45,0,0,467834.45,0,0,467834.45
0,2,Pfizer,10,CV,0,0,0,0,0,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4
0,2,Pfizer,11,CV,0,0,0,0,0,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17
0,2,Pfizer,12,CV,0,0,0,0,0,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54
1,1,Pfizer,4,CV,0,0,0,0,0,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2
1,2,Pfizer,1,CV,0,0,0,0,0,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64
1,2,Pfizer,2,CV,0,0,0,0,0,0,0,330236.08,0,0,330236.08,0,0,330236.08,0,0,330236.08,0,0,330236.08
1,2,Pfizer,3,CV,0,0,0,0,0,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86
1,2,Pfizer,4,CV,0,0,0,0,0,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98
1,2,Pfizer,5,CV,0,0,0,0,0,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84
0,1,Pfizer,4,CV,0,0,0,0,0,0,0,547708.63,0,0,541109.73,0,0,526313.76,0,0,526313.76,0,0,526313.76
0,1,Pfizer,5,CV,0,0,0,0,0,0,0,847398.25,0,0,847398.25,0,0,811664.59,0,0,811664.59,0,0,811664.59
0,1,Pfizer,6,CV,0,0,0,0,0,0,0,1122802.68,0,0,1122802.68,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
0,1,Pfizer,7,CV,0,0,0,0,0,0,0,1952700.32,0,0,1952700.32,0,0,1772846.34,0,0,1772846.34,0,0,1772846.34
0,1,Pfizer,8,CV,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
0,1,Pfizer,9,CV,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5
1,1,Pfizer,5,CV,0,0,0,0,0,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38
1,2,Pfizer,6,CV,0,0,0,0,0,0,0,388289.11,0,0,388289.11,0,0,388289.11,0,0,388289.11,0,0,388289.11
1,2,Pfizer,7,CV,0,0,0,0,0,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3
1,2,Pfizer,8,CV,0,0,0,0,0,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54
1,2,Pfizer,9,CV,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
1,2,Pfizer,10,CV,0,0,0,0,0,0,0,821562.94,0,0,821562.94,0,0,821562.94,0,0,821562.94,0,0,821562.94
1,2,Pfizer,11,CV,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
0,1,AstraZeneca,1,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,2,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,3,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,4,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,5,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,6,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,1,AstraZeneca,7,CV,0,0,0,0,0,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11
